state,county,zip
California,Amador,95646
Iowa,Adair,50846
Minnesota,Cottonwood,56137
West Virginia,McDowell,24811
New York,Orange,10969
Pennsylvania,Allegheny,15056
West Virginia,McDowell,24844
California,Alpine,96120
Texas,Taylor,79508
West Virginia,Wyoming,24844
Minnesota,Winona,55969
West Virginia,Ritchie,26337
Minnesota,Jackson,56137
Kentucky,Martin,41262
Iowa,Grundy,50680
Missouri,Lafayette,64097
Nevada,White Pine,89316
Iowa,Hardin,50680
Nebraska,Johnson,68332
Nebraska,Johnson,68443
Nebraska,Otoe,68443
Nevada,Eureka,89316
Ohio,Warren,45034
Illinois,Jefferson,62816
New Mexico,Taos,87579
New Mexico,Taos,87543
Iowa,Cherokee,51058
Iowa,O'Brien,51058
Iowa,O'Brien,51009
Iowa,Clay,51058
New Mexico,Otero,88325
Wyoming,Teton,82190
Florida,Putnam,32193
Wyoming,Park,82190
North Carolina,Transylvania,28772
Kansas,Ellsworth,67464
New Mexico,Otero,88311
Kansas,McPherson,67464
Missouri,Buchanan,64401
California,Los Angeles,93563
Missouri,Perry,63732
Missouri,Perry,63770
Missouri,Cape Girardeau,63770
Missouri,Cape Girardeau,63732
Wisconsin,Vilas,54554
Missouri,Perry,63783
Minnesota,Brown,56041
California,Los Angeles,93553
New York,Genesee,14143
Minnesota,Blue Earth,56041
Kansas,Sumner,67140
New York,Franklin,12980
Minnesota,Waseca,56028
West Virginia,Barbour,26238
West Virginia,Upshur,26238
New York,St. Lawrence,12980
Minnesota,Le Sueur,56028
Oregon,Multnomah,97204
Michigan,Alcona,48762
Nebraska,Harlan,68967
Michigan,Alpena,48762
Nebraska,Furnas,68967
Nebraska,Gosper,68967
Kansas,Crawford,66724
Kansas,Cherokee,66724
West Virginia,Wyoming,24822
Kansas,Marion,66843
Kansas,Chase,66843
Kansas,Chase,66845
Kansas,Chase,66862
Missouri,Cedar,65640
Missouri,Polk,65640
California,Siskiyou,96057
South Dakota,Clark,57271
Missouri,Buchanan,64448
Wisconsin,Grant,53801
Wisconsin,Grant,53817
South Dakota,Hamlin,57271
South Dakota,Clark,57278
Texas,Reagan,79739
Texas,Glasscock,79739
Pennsylvania,Bradford,18814
Texas,Young,76372
Ohio,Gallia,45678
Ohio,Lawrence,45678
Pennsylvania,Bradford,16926
Texas,Throckmorton,76372
Kansas,Dickinson,67451
Kansas,Marion,67451
Ohio,Lucas,43504
Idaho,Latah,83537
Idaho,Nez Perce,83537
Ohio,Fulton,43504
Wyoming,Sheridan,82836
Idaho,Clearwater,83537
Wyoming,Sheridan,82838
Indiana,Wells,46798
California,Inyo,92328
Idaho,Shoshone,83839
New York,Oneida,13490
Virginia,Rockingham,22832
Indiana,Allen,46798
California,Inyo,92389
California,Inyo,92384
Illinois,Sangamon,62701
Illinois,Sangamon,62706
Ohio,Ottawa,43468
Ohio,Ottawa,43445
Ohio,Lucas,43445
Nebraska,Hitchcock,69024
Tennessee,Cocke,37753
Nebraska,Hayes,69024
Nebraska,Red Willow,69024
Nebraska,Frontier,69024
Illinois,Piatt,61884
Illinois,Champaign,61884
Oregon,Union,97867
Oregon,Baker,97867
Iowa,Mahaska,50268
Nebraska,Gage,68331
Montana,Wibaux,59353
Montana,Dawson,59353
Iowa,Keokuk,50268
Missouri,Taney,65733
Montana,Fallon,59353
New York,Columbia,12029
Missouri,Ozark,65733
Missouri,DeKalb,64494
Missouri,Andrew,64494
Idaho,Washington,83610
Michigan,Gogebic,49969
West Virginia,Tucker,26269
Minnesota,Pine,55704
Idaho,Adams,83610
North Carolina,Alleghany,28631
Wisconsin,Dunn,54772
North Carolina,Ashe,28631
Michigan,Alger,49883
Michigan,Chippewa,49724
Michigan,Schoolcraft,49836
Michigan,Schoolcraft,49883
North Dakota,Burke,58773
North Dakota,Mountrail,58773
Michigan,Mackinac,49836
South Carolina,Hampton,29922
Utah,Salt Lake,84006
South Carolina,Jasper,29922
Utah,Washington,84783
Michigan,Huron,48735
California,Mendocino,95466
Kentucky,Muhlenberg,42324
Michigan,Tuscola,48735
Wisconsin,Pierce,54750
South Carolina,Colleton,29929
North Dakota,McIntosh,58413
Kansas,Stafford,67578
New York,Warren,12815
North Carolina,Currituck,27966
Maryland,Anne Arundel,20779
North Dakota,Dickey,58413
South Dakota,Yankton,57037
Pennsylvania,Huntingdon,17060
Missouri,Taney,65759
Pennsylvania,Mifflin,17060
Ohio,Morgan,45711
Ohio,Athens,45711
South Dakota,Clay,57037
Arizona,Apache,86547
Indiana,Switzerland,47038
South Dakota,Turner,57037
West Virginia,Pocahontas,24946
Missouri,Christian,65759
Ohio,Washington,45711
California,San Luis Obispo,93432
Minnesota,Jackson,56119
Louisiana,Winn,71432
Minnesota,Nobles,56119
Louisiana,Grant,71432
Colorado,Alamosa,81146
Minnesota,Roseau,56732
New York,Broome,13802
Illinois,Logan,62519
New York,Chenango,13813
New York,Broome,13813
Minnesota,Kittson,56732
Indiana,Tippecanoe,47981
Minnesota,Marshall,56732
Illinois,Logan,62634
Indiana,Montgomery,47981
New York,Suffolk,11957
Tennessee,Grundy,37305
Alabama,St. Clair,35972
Nebraska,Garden,69154
Alabama,Etowah,35972
Oregon,Lane,97488
Nebraska,Garden,69148
Virginia,Accomack,23442
Nebraska,Morrill,69148
Illinois,Wabash,62460
Missouri,Pettis,65334
Ohio,Crawford,44887
Pennsylvania,Potter,16746
Illinois,Lawrence,62460
Michigan,Muskegon,49303
Kentucky,Carlisle,42035
Minnesota,Douglas,56339
Wisconsin,Douglas,54836
West Virginia,Wayne,25512
Washington,Skamania,98651
Minnesota,Grant,56339
Michigan,Newaygo,49303
Kentucky,Graves,42035
Kentucky,Floyd,41602
Illinois,Mercer,61279
Illinois,Henry,61413
Illinois,Rock Island,61279
New York,St. Lawrence,13684
Colorado,Montrose,81424
Pennsylvania,Bedford,16695
New Mexico,Colfax,87729
Pennsylvania,Erie,16443
South Dakota,Davison,57363
South Dakota,Aurora,57363
South Dakota,Sanborn,57363
Ohio,Delaware,43066
Minnesota,Renville,55314
Michigan,Huron,48720
New Mexico,Colfax,87710
Minnesota,Sibley,55314
New Mexico,Colfax,87714
Minnesota,Sibley,56054
Kentucky,Harlan,40808
Minnesota,Nicollet,56054
Kentucky,Leslie,41777
Kentucky,Leslie,40808
Texas,Stephens,76475
Idaho,Bonneville,83444
Pennsylvania,Lycoming,17758
Ohio,Hancock,45867
Idaho,Jefferson,83444
Pennsylvania,Sullivan,17731
Texas,Eastland,76475
Pennsylvania,Sullivan,17758
Ohio,Wyandot,45867
Texas,Palo Pinto,76475
Washington,Grant,99123
Kansas,Anderson,66095
Missouri,Callaway,65264
Missouri,Audrain,65264
Kentucky,Grayson,42207
Oklahoma,Caddo,73042
Kentucky,Edmonson,42207
Georgia,Mitchell,31784
Kansas,Franklin,66095
Missouri,Montgomery,65264
Alabama,Calhoun,36205
Arkansas,Ouachita,71726
Virginia,Fauquier,22720
Arkansas,Nevada,71726
Kansas,Franklin,66080
Kansas,Anderson,66080
Ohio,Holmes,44628
Wisconsin,Dodge,53922
Ohio,Knox,44628
Iowa,Davis,52570
West Virginia,Mingo,25685
West Virginia,Mingo,25676
Iowa,Van Buren,52570
Virginia,Rappahannock,22716
Virginia,Culpeper,22716
New Mexico,Rio Arriba,87575
Illinois,Jersey,62028
New Mexico,Rio Arriba,87515
New Mexico,Rio Arriba,87518
Tennessee,Obion,38253
Kansas,Clark,67831
Louisiana,Iberia,70552
Texas,Cooke,76250
Texas,Cooke,76253
Idaho,Nez Perce,83541
Idaho,Clearwater,83541
Oklahoma,Carter,73458
Oklahoma,Carter,73437
Kansas,Clark,67840
North Dakota,Mercer,58631
Texas,Hill,76621
North Dakota,Morton,58631
North Dakota,Grant,58631
Minnesota,Rock,56138
Texas,McLennan,76621
Ohio,Carroll,44651
Iowa,Benton,52209
Iowa,Iowa,52209
Iowa,Wapello,52530
Louisiana,Claiborne,71256
Minnesota,Mower,55970
Arkansas,Hempstead,71835
Arkansas,Nevada,71835
Nebraska,Frontier,69042
Nebraska,Lincoln,69025
Nebraska,Frontier,69025
Louisiana,Union,71256
Idaho,Butte,83255
New Mexico,Rio Arriba,87549
New Mexico,Rio Arriba,87582
Nebraska,Saunders,68070
New Mexico,Taos,87549
Texas,Maverick,78877
Oklahoma,Atoka,73432
Pennsylvania,Pike,18435
Oklahoma,Johnston,73432
New York,Otsego,13796
Kentucky,Floyd,41642
New York,Otsego,13415
Idaho,Custer,83255
Pennsylvania,Pike,18457
New York,Wyoming,14037
Louisiana,Claiborne,71003
South Dakota,Lake,57057
South Dakota,Lake,57075
Tennessee,Weakley,38241
Iowa,Clinton,52751
West Virginia,Monroe,24984
North Dakota,Logan,58561
South Dakota,Moody,57075
West Virginia,Monroe,24941
South Dakota,Gregory,57523
South Dakota,Moody,57057
South Dakota,Lake,57050
New York,Erie,14037
Alabama,Marengo,36738
Iowa,Chickasaw,52171
Iowa,Winneshiek,52171
Alabama,Hale,36738
Iowa,Fayette,52166
Iowa,Fayette,52171
Kansas,Lane,67839
Alabama,Winston,35577
Alabama,Winston,35575
Colorado,Logan,80741
Kentucky,Boyle,40328
Colorado,Morgan,80741
Wisconsin,St. Croix,54027
Kentucky,Marion,40328
Kentucky,Casey,40328
Colorado,Washington,80741
Iowa,Buchanan,50641
Kansas,Gove,67839
Illinois,Schuyler,62346
Illinois,Marion,62853
South Dakota,McCook,57012
Illinois,Adams,62346
Arkansas,Sharp,72532
Arkansas,Izard,72532
Oklahoma,Atoka,74533
Illinois,Mason,62627
Kentucky,Martin,41231
Illinois,Cass,62627
Illinois,Adams,62339
Alabama,Washington,36548
Texas,Jack,76459
Texas,Parker,76486
Nebraska,Harlan,68960
Nebraska,Franklin,68960
Texas,Jack,76486
Iowa,Benton,52346
Minnesota,Houston,55919
Texas,Jack,76427
Nebraska,Franklin,68972
Nebraska,Franklin,68929
South Dakota,Tripp,57528
Texas,Palo Pinto,76486
Nebraska,Franklin,68939
Nebraska,Webster,68972
California,Imperial,92257
Pennsylvania,Bradford,18817
Georgia,Warren,30821
Pennsylvania,Bradford,18831
Colorado,Morgan,80705
Georgia,Warren,30807
California,San Bernardino,92368
Georgia,Dooly,31070
Wisconsin,Pierce,54723
Wisconsin,Iowa,53506
Alabama,Tallapoosa,36255
Louisiana,Avoyelles,71331
Oregon,Grant,97820
Alaska,Fairbanks North Star,99714
Alabama,Clay,36255
Illinois,Ogle,61015
South Carolina,Oconee,29686
Iowa,Benton,52318
Virginia,Scott,24250
Iowa,Lee,52658
Kentucky,Letcher,41812
Iowa,Des Moines,52658
Iowa,Iowa,52318
Arkansas,Monroe,72069
Kentucky,Letcher,41840
Arkansas,Phillips,72069
Missouri,Harrison,64481
Kentucky,Letcher,41810
Oklahoma,Woodward,73832
Kentucky,Letcher,41849
Oklahoma,Ellis,73832
Minnesota,Crow Wing,56450
Alabama,Lowndes,36752
Iowa,Delaware,52223
Iowa,Delaware,52036
Indiana,Dubois,47575
Michigan,Missaukee,49632
Minnesota,Mille Lacs,56450
North Carolina,Bertie,27847
Indiana,Clark,47147
Indiana,Jefferson,47147
Indiana,Scott,47147
Pennsylvania,Cambria,16636
Georgia,Calhoun,39862
Kentucky,Logan,42265
Georgia,Treutlen,30470
Georgia,Montgomery,30470
Georgia,Baker,39862
Kentucky,Todd,42265
Ohio,Wood,43462
Pennsylvania,Blair,16636
Michigan,Chippewa,49726
Illinois,Pope,62985
Missouri,Platte,64163
Pennsylvania,Pike,18425
Illinois,Johnson,62985
New York,Ulster,12548
Georgia,Union,30572
Ohio,Union,43319
Kansas,Lincoln,67484
Kansas,Kiowa,67029
Kansas,Comanche,67029
Kansas,Comanche,67155
Kansas,Kiowa,67155
New York,Yates,14507
Minnesota,Todd,56318
Ohio,Muskingum,43767
Pennsylvania,Perry,17006
Pennsylvania,Perry,17071
Kansas,Ottawa,67484
Minnesota,Morrison,56318
Idaho,Clearwater,83553
Georgia,Fannin,30572
Ohio,Logan,43336
Kansas,Saline,67484
Ohio,Logan,43319
Missouri,Taney,65761
Iowa,Monroe,50150
Indiana,Vermillion,47847
Iowa,Marion,50150
Missouri,Ozark,65761
Arkansas,Fulton,72538
Kentucky,Knott,41831
Iowa,Marion,50044
Arkansas,Baxter,72538
Missouri,Morgan,65034
Arkansas,Greene,72436
Arkansas,Clay,72436
Iowa,Mahaska,50044
Iowa,Monroe,50044
Missouri,Moniteau,65034
Missouri,New Madrid,63867
Arkansas,Miller,71838
North Dakota,Dunn,58644
North Dakota,Dunn,58636
North Dakota,Mercer,58625
Oregon,Lane,97489
Arkansas,Hempstead,71838
Missouri,New Madrid,63860
Arkansas,Howard,71838
Iowa,Mills,51561
North Dakota,Mercer,58636
North Dakota,Dunn,58625
Ohio,Clark,43153
Minnesota,Aitkin,56469
Missouri,Henry,64739
California,Shasta,96062
Ohio,Greene,43153
Missouri,Cass,64739
Ohio,Fayette,43153
Florida,DeSoto,33865
Colorado,Fremont,81233
Ohio,Madison,43153
Ohio,Madison,43151
Florida,Hardee,33865
Wisconsin,Langlade,54418
New Mexico,Santa Fe,87010
Missouri,St. Francois,63637
Wisconsin,Ashland,54855
Kentucky,Floyd,41636
Alabama,Jackson,35979
Alabama,DeKalb,35979
Mississippi,Smith,39336
Wisconsin,Langlade,54430
Mississippi,Newton,39336
North Dakota,McLean,58576
Mississippi,Jasper,39336
Kansas,Kiowa,67834
Arizona,Coconino,86024
Michigan,Keweenaw,49918
Iowa,Woodbury,51052
Tennessee,Clay,38575
Michigan,Keweenaw,49950
Arizona,Coconino,85931
Tennessee,Fentress,38565
Kansas,Clark,67834
Arizona,Coconino,86038
Kansas,Ford,67834
Minnesota,Martin,56176
Ohio,Morrow,43356
Ohio,Delaware,43356
Indiana,Randolph,47358
Louisiana,Grant,71407
Ohio,Washington,45789
Indiana,Wayne,47358
Nebraska,Saunders,68041
Missouri,Washington,63626
Ohio,Washington,45788
Ohio,Marion,43356
Illinois,Cumberland,62440
Missouri,St. Francois,63626
Ohio,Belmont,43971
Ohio,Monroe,45789
Georgia,Washington,31035
North Carolina,Columbus,28439
Illinois,Coles,62440
Ohio,Jefferson,43971
South Carolina,Saluda,29105
Texas,Harris,77046
South Carolina,Aiken,29105
Kansas,Clay,66937
South Carolina,Lexington,29105
New York,Delaware,13788
Kansas,Washington,66937
Minnesota,Rice,55053
Minnesota,Goodhue,55053
Iowa,Dickinson,51331
New York,Dutchess,12585
Georgia,Miller,39859
Georgia,Seminole,39859
Missouri,Atchison,64446
Idaho,Fremont,83451
Illinois,Champaign,61875
Illinois,Piatt,61875
Idaho,Madison,83451
Wisconsin,Vilas,54557
Pennsylvania,Fayette,15443
Michigan,Cheboygan,49716
North Dakota,Steele,58274
Pennsylvania,Fayette,15410
Michigan,Menominee,49874
Michigan,Menominee,49873
Georgia,Houston,31025
Wisconsin,Iron,54557
South Dakota,Walworth,57472
South Dakota,Campbell,57472
North Dakota,Traill,58274
Michigan,Emmet,49716
South Dakota,Walworth,57420
Oregon,Douglas,97481
Louisiana,Franklin,71230
Michigan,Lapeer,48727
Idaho,Jefferson,83431
Minnesota,Fillmore,55922
Iowa,Kossuth,50522
Michigan,Tuscola,48727
Louisiana,Franklin,71219
Florida,Calhoun,32449
Minnesota,Carver,55367
Indiana,Jennings,47223
West Virginia,Kanawha,25075
Iowa,Fayette,52147
West Virginia,Wyoming,24845
Alabama,Washington,36581
West Virginia,Wyoming,24839
Alabama,Washington,36585
West Virginia,Wyoming,24869
Virginia,Suffolk,23436
Oregon,Union,97876
Alabama,Clarke,36482
Illinois,Jo Daviess,61075
Illinois,Hancock,61420
Illinois,McDonough,61420
Alabama,Monroe,36482
Arkansas,Lafayette,71826
Illinois,Shelby,62422
Nebraska,Thayer,68340
Nebraska,Custer,68825
West Virginia,Logan,25607
West Virginia,Logan,25022
West Virginia,Logan,25630
Illinois,Fayette,62422
South Dakota,Harding,57760
South Dakota,Roberts,57279
South Dakota,Butte,57760
Missouri,Linn,64659
New York,Chautauqua,14728
Iowa,Union,50149
Missouri,Gentry,64670
Missouri,Daviess,64670
Missouri,DeKalb,64670
Iowa,Madison,50149
Missouri,Harrison,64670
Illinois,Adams,62348
Oklahoma,Garvin,73481
Kentucky,Carroll,40075
California,Santa Cruz,95017
New York,Clinton,12934
Oklahoma,Murray,73444
Oklahoma,Carter,73488
Oklahoma,Carter,73435
Oklahoma,Carter,73481
Illinois,Adams,62376
Oklahoma,Carter,73444
Oklahoma,Garvin,73444
Oklahoma,Stephens,73481
Kentucky,Henry,40075
Oklahoma,Carter,73487
North Dakota,McKenzie,58835
Pennsylvania,Indiana,15729
West Virginia,Lincoln,25521
Pennsylvania,Indiana,15710
Alabama,Bibb,35035
Alabama,Shelby,35035
Ohio,Van Wert,45849
Ohio,Paulding,45849
Ohio,Putnam,45849
Alabama,Wilcox,36768
Michigan,Huron,48754
Minnesota,Beltrami,56661
Nebraska,Lincoln,69151
Alabama,Wilcox,36741
Alabama,Monroe,36768
Alabama,Houston,36370
Minnesota,Itasca,56661
Alabama,Wilcox,36766
Indiana,Spencer,47588
Missouri,Ripley,63939
Alabama,Wilcox,36753
Indiana,Perry,47588
Maryland,Dorchester,21869
Minnesota,Koochiching,56661
North Dakota,Nelson,58344
Arkansas,Mississippi,72313
Arkansas,Mississippi,72350
Minnesota,Beltrami,56685
Minnesota,Koochiching,56650
Minnesota,Beltrami,56666
Nebraska,Burt,68004
Pennsylvania,Indiana,15712
Minnesota,Koochiching,56685
Pennsylvania,Clearfield,15742
Pennsylvania,Indiana,15741
Pennsylvania,Cambria,15762
New York,Ulster,12464
North Dakota,Ramsey,58344
Minnesota,Beltrami,56650
Nebraska,Cuming,68004
Pennsylvania,Indiana,15742
Kansas,Osage,66546
Kansas,Shawnee,66546
Iowa,Greene,51462
Minnesota,Carlton,55726
Nebraska,Seward,68423
South Dakota,Clark,57221
Pennsylvania,Carbon,18211
Arkansas,Desha,71662
Arkansas,Desha,71670
Missouri,Osage,65024
Kansas,Dickinson,67441
Missouri,Callaway,65059
Pennsylvania,Schuylkill,18211
Nebraska,Lancaster,68423
North Carolina,Hyde,27885
Nebraska,Saline,68423
North Carolina,Hyde,27960
Arkansas,Drew,71670
North Dakota,Burleigh,58558
Iowa,Carroll,51462
South Dakota,Hamlin,57221
Virginia,Montgomery,24059
California,El Dorado,95664
Virginia,Roanoke,24059
Virginia,Northampton,23347
Illinois,Bureau,61328
California,Santa Barbara,93254
Oklahoma,Pittsburg,74552
Oklahoma,Haskell,74552
Virginia,Franklin,24059
Illinois,Bureau,61349
California,San Luis Obispo,93254
Virginia,Northampton,23405
Illinois,Lee,61349
Iowa,Pottawattamie,51542
Louisiana,Avoyelles,71323
Kansas,Cherokee,66781
Kansas,Crawford,66781
Kentucky,Johnson,41238
North Dakota,Rolette,58369
Louisiana,Rapides,71323
Pennsylvania,Huntingdon,17260
Mississippi,Smith,39152
Pennsylvania,Huntingdon,17249
Colorado,Las Animas,81020
Colorado,Las Animas,81024
Mississippi,Scott,39152
Iowa,Ida,51053
Iowa,Sac,51053
Pennsylvania,Juniata,17021
Kentucky,Muhlenberg,42344
Pennsylvania,Huntingdon,17021
Pennsylvania,Franklin,17021
Pennsylvania,Perry,17021
Ohio,Wood,43437
Idaho,Gooding,83314
Idaho,Twin Falls,83314
Ohio,Wood,43413
Kentucky,Pike,41531
Iowa,Buena Vista,50510
California,Mendocino,95427
Iowa,Pocahontas,50510
California,Mendocino,95410
Washington,Spokane,99170
Washington,Whitman,99170
Washington,Whitman,99149
Pennsylvania,Clearfield,16845
Pennsylvania,Centre,16845
Missouri,Andrew,64436
West Virginia,Wyoming,24834
New York,Franklin,12914
Iowa,Hardin,50230
Pennsylvania,Clinton,16845
Iowa,Story,50230
Iowa,Hardin,50102
Iowa,Hamilton,50230
West Virginia,Wyoming,24818
New York,St. Lawrence,12914
Iowa,Warren,50145
Indiana,Pulaski,46374
Iowa,Marion,50139
Montana,Sanders,59866
Iowa,Warren,50139
Indiana,Putnam,47989
Kansas,Leavenworth,66097
Nebraska,Cuming,68716
Kansas,Jefferson,66097
Ohio,Ashtabula,44093
Indiana,Jasper,46374
Indiana,Starke,46374
Iowa,Lucas,50139
Indiana,Montgomery,47989
Montana,Mineral,59867
Montana,Mineral,59866
Indiana,Parke,47989
Montana,Mineral,59830
Montana,Mineral,59842
North Carolina,Richmond,28363
Mississippi,Clarke,39366
West Virginia,Tyler,26146
West Virginia,Pleasants,26146
North Carolina,Scotland,28363
Minnesota,Fillmore,55990
New York,Delaware,13731
Indiana,Vermillion,47974
Mississippi,Jasper,39366
Tennessee,Grundy,37301
South Dakota,Hamlin,57241
Alabama,Sumter,35459
Alabama,Sumter,35477
Ohio,Stark,44702
Alabama,Pike,36034
Alabama,Coffee,36034
Alabama,Crenshaw,36034
Tennessee,Franklin,37366
Tennessee,Grundy,37366
Illinois,Perry,62268
Illinois,Washington,62268
Florida,Jackson,32423
New York,Greene,12058
Kansas,Ford,67865
Kansas,McPherson,67448
West Virginia,Tucker,26425
Kansas,Clark,67865
Missouri,Platte,64484
Nebraska,McPherson,69163
Missouri,Buchanan,64484
Nebraska,Logan,69163
Kansas,Dickinson,67448
Nebraska,Thomas,69163
Kansas,Saline,67448
West Virginia,Preston,26425
Nebraska,Lincoln,69163
Iowa,Cedar,52721
Indiana,Wells,46731
Iowa,Poweshiek,50106
Maryland,Washington,21719
Kansas,Barton,67525
Iowa,Marshall,50078
Iowa,Tama,50106
Maryland,Frederick,21719
Kansas,Rice,67525
Iowa,Marshall,50106
Indiana,Harrison,47135
Iowa,Jasper,50106
Louisiana,Cameron,70645
Ohio,Logan,43345
West Virginia,Boone,25165
Ohio,Hardin,43345
Ohio,Union,43345
Indiana,Allen,46799
Alabama,Choctaw,36921
Illinois,Douglas,61942
Illinois,Edgar,61942
Colorado,Las Animas,81091
Pennsylvania,Clarion,16230
Virginia,Tazewell,24602
Virginia,Tazewell,24601
West Virginia,Wetzel,26162
Indiana,Wells,46791
West Virginia,Wetzel,26167
Pennsylvania,Armstrong,16224
Missouri,Barry,64842
Illinois,Douglas,61941
Missouri,Newton,64842
Indiana,Wells,46799
Pennsylvania,Clarion,16224
Texas,Uvalde,78870
Mississippi,George,39456
Mississippi,Perry,39456
Mississippi,Greene,39456
Virginia,Culpeper,22714
Missouri,Schuyler,63561
North Carolina,Swain,28781
Texas,Tyler,75936
Nebraska,Cedar,68786
North Carolina,Graham,28781
Texas,Polk,75936
North Dakota,Mercer,58638
Nebraska,Pierce,68786
North Dakota,Grant,58638
North Dakota,Stark,58638
Iowa,Wright,50101
North Carolina,Clay,28781
Idaho,Bonner,83813
Idaho,Bonner,83841
North Dakota,Dunn,58638
Iowa,Wright,50071
Iowa,Marshall,50005
Iowa,Franklin,50071
North Carolina,Macon,28781
North Dakota,Morton,58638
Nebraska,Knox,68786
Minnesota,Renville,56260
Louisiana,De Soto,71046
Minnesota,Chippewa,56260
Louisiana,Caddo,71046
Louisiana,Allen,70637
Louisiana,Allen,70644
Louisiana,Beauregard,70637
Iowa,Keokuk,52561
Pennsylvania,Bedford,15534
Iowa,Mahaska,52561
Wisconsin,Douglas,54854
West Virginia,Greenbrier,24976
Pennsylvania,Somerset,15534
Kansas,Cherokee,66770
Wisconsin,Oneida,54428
West Virginia,Monroe,24993
West Virginia,Monroe,24974
West Virginia,Monroe,24976
Wisconsin,Langlade,54428
Iowa,Mills,51533
Minnesota,Lincoln,56142
Iowa,Montgomery,51533
Missouri,Newton,64866
California,Merced,95317
Arkansas,Cleburne,72523
Mississippi,Franklin,39668
Mississippi,Copiah,39668
Mississippi,Lincoln,39668
Arkansas,Independence,72523
Wisconsin,Polk,54007
Oregon,Umatilla,97886
Wisconsin,St. Croix,54007
South Dakota,Custer,57751
South Dakota,Pennington,57751
Mississippi,Jefferson,39668
Kentucky,Martin,41203
Arkansas,White,72068
Missouri,Sullivan,63544
Missouri,Putnam,63544
Pennsylvania,McKean,16733
Wisconsin,Fond du Lac,54964
Wisconsin,Winnebago,54964
Pennsylvania,McKean,16740
Iowa,Poweshiek,52215
Missouri,Adair,63544
Iowa,Tama,52215
Michigan,Calhoun,49052
California,Sacramento,95652
North Dakota,Walsh,58225
Minnesota,Watonwan,56022
Minnesota,Watonwan,56120
Kentucky,Calloway,42036
North Dakota,Pembina,58225
Iowa,Clayton,52072
Kentucky,Marshall,42036
Missouri,Gentry,64479
Iowa,Woodbury,51004
Missouri,Nodaway,64479
Michigan,Kalamazoo,49052
Tennessee,Hardin,38370
Tennessee,Henderson,38370
Minnesota,McLeod,55339
Minnesota,Sibley,55339
Minnesota,Carver,55339
Minnesota,Mower,55918
West Virginia,Clay,25164
Florida,Taylor,32359
Florida,Dixie,32359
West Virginia,Roane,25164
South Dakota,Bennett,57714
Missouri,Knox,63469
Iowa,Allamakee,52160
South Dakota,Jackson,57714
Missouri,Shelby,63469
Kentucky,Pulaski,42533
New Mexico,San Miguel,87711
Kentucky,Ohio,42333
New Mexico,Guadalupe,87711
Montana,Toole,59466
Kentucky,Butler,42333
Montana,Toole,59482
Montana,Toole,59454
Texas,Washington,78946
Texas,Fayette,78946
Wisconsin,Crawford,54628
Texas,Lee,78946
Wisconsin,Vernon,54628
New York,Ulster,12409
Arizona,Maricopa,85309
Virginia,Culpeper,22726
Kansas,Morris,66872
Montana,Richland,59218
Montana,Roosevelt,59218
Kansas,Geary,66872
Wisconsin,Price,54490
Pennsylvania,Allegheny,15225
Minnesota,Marshall,56713
Wisconsin,Taylor,54490
New York,Delaware,13752
Texas,Fannin,75438
North Dakota,Grant,58533
Indiana,Spencer,47611
Ohio,Seneca,44802
California,Trinity,96024
California,Shasta,96076
California,Trinity,96076
Ohio,Hancock,44802
Michigan,Manistee,49619
California,Tehama,96076
Iowa,Boone,50107
Wisconsin,Iowa,53554
Kansas,Wabaunsee,66507
Wisconsin,Rusk,54835
Iowa,Greene,50107
Wisconsin,Grant,53554
Utah,Box Elder,84311
Utah,Box Elder,84330
Illinois,Sangamon,62625
Illinois,Monroe,62277
North Carolina,Gaston,28101
Wisconsin,Sawyer,54835
Illinois,Randolph,62277
Washington,Pierce,98421
Wisconsin,Buffalo,54756
Iowa,Hardin,50258
Colorado,Baca,81084
Colorado,Baca,81087
Colorado,Baca,81090
New York,Warren,12824
Iowa,Hardin,50269
Colorado,Prowers,81084
Iowa,Marshall,50258
Alabama,Coosa,35183
Mississippi,Sharkey,39061
Mississippi,Sharkey,38765
Mississippi,Sharkey,38721
Pennsylvania,Westmoreland,15083
Minnesota,Martin,56039
Nebraska,Butler,68624
Minnesota,Faribault,56039
Pennsylvania,Allegheny,15083
Kansas,Kiowa,67059
Colorado,El Paso,80809
Kansas,Edwards,67059
Pennsylvania,Mercer,16362
Kansas,Kiowa,67028
Kansas,Pratt,67059
Kansas,Pratt,67028
Illinois,Peoria,61569
Pennsylvania,Venango,16362
Kansas,Barber,67028
Colorado,Teller,80809
Colorado,Teller,80819
Texas,Tom Green,76934
Texas,Tom Green,76958
Colorado,El Paso,80819
Illinois,Fulton,61569
Minnesota,Otter Tail,56527
Iowa,Jasper,50168
Illinois,Jefferson,62894
Iowa,Jasper,50127
Arkansas,Newton,72628
Iowa,Polk,50168
Pennsylvania,Wayne,18417
Ohio,Marion,43341
New Mexico,Mora,87722
Oklahoma,Tillman,73570
New Mexico,Mora,87713
Georgia,Putnam,31038
Georgia,Jones,31038
New Mexico,Mora,87735
New York,Madison,13334
New York,Madison,13484
New Mexico,Mora,87734
Georgia,Jasper,31038
Indiana,Perry,47515
New Mexico,Mora,87736
Iowa,Franklin,50431
Michigan,Oscoda,48621
Iowa,Franklin,50452
Iowa,Franklin,50227
New York,Essex,12960
New York,Delaware,12474
Georgia,Atkinson,31552
